岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
软件工程师,6-10K,1-3年，大专,宁德·福安市·秦溪洋,,岭阳电子,电子/半导体/集成电路，20-99人,C，ARM开发，计算机相关专业，嵌入式/单片机开发经验
软件工程师,5-10K,1-3年，本科,长沙·长沙县·榔梨镇,节日福利，年终奖，带薪年假，零食下午茶，五险一金,湖南军威,计算机软件，未融资，20-99人,嵌入式技术
软件工程师,10-15K,5-10年，本科,肇庆,餐补，年终奖，定期体检，带薪年假，股票期权，包吃，五险一金，通讯补贴，员工旅游，节日福利,合普动力,汽车零部件，未融资，500-999人,matlab，simulink
软件工程师助理,4-7K,经验不限，大专,常州·新北区·三井,周年纪念奖励，团建聚餐，年终奖，员工旅游，零食下午茶，定期体检，五险一金，节日福利，带薪年假，通讯补贴，餐补，交通补助，有无线网,磐石电气,智能硬件，不需要融资，20-99人,C++，C#，Java，C语言
控制软件工程师,20-35K,5-10年，本科,杭州·余杭区·老余杭,五险一金，节日福利，带薪年假，年终奖,径卫视觉,智能硬件，B轮，100-499人,DSP开发经验
Linux软件工程师,18-35K,经验不限，本科,青岛·崂山区·崂山风景区,定期体检，节日福利，五险一金，免费班车，年终奖，员工旅游，带薪年假,伟达智慧科技,互联网，天使轮，100-499人,C++，Linux，软件工程师，网络协议，多线程
框架软件工程师,15-25K·14薪,3-5年，本科,苏州·昆山市·世茂,八险一金，年终奖，意外险，团建聚餐，定期体检，补充医疗保险，餐补，领导nice，零食下午茶，带薪年假，节日福利，员工旅游，五险一金,阿丘科技,企业服务，C轮，500-999人,C++，Winform，WPF，架构师，人工智能
软件工程师要求,8-13K,经验不限，本科,武汉·江夏区·光谷,住房补贴，员工旅游，团建聚餐，包住，节日福利，交通补助，五险一金，年终奖，有无线网，宿舍有空调，法定节假日三薪,匾福光电,通信/网络设备，未融资，20-99人,C++
软件工程师/Labview,7-12K,经验不限，本科,深圳·宝安区·沙井,五险一金，定期体检，带薪年假，餐补，节日福利,誉辰自动化,其他行业，未融资，1000-9999人,Labview
电气软件工程师,10-13K,3-5年，中专/中技,上海·嘉定区·外冈,,锦寻,机械设备/机电/重工，0-20人,PLC工程师，电控工程师
软件工程师,10-13K,5-10年，本科,深圳·龙岗区·平湖,五险一金，股票期权,瀚索科技,智能硬件，未融资，20-99人,C++，C语言，汇编语言，嵌入式技术，软件工程师
软件工程师,8-12K,3-5年，本科,沈阳,带薪年假，补充医疗保险，保底工资，包住，加班补助，定期体检，零食下午茶，五险一金，团建聚餐，夜班补助，餐补，免费工装，法定节假日三薪，节日福利，节假日加班费，提供住宿，包吃，高温补贴，绩效奖金，交通补助,沈阳微控,机械设备/机电/重工，未融资，20-99人,软件工程师
GPU底层软件工程师,15-25K·13薪,经验不限，本科,西安·长安区·韦曲,餐补，定期体检，高温假，节日福利，五险一金,凌久微,电子/半导体/集成电路，未融资，100-499人,C/C++
点胶软件工程师（深圳）,13-22K·13薪,3-5年，本科,深圳·宝安区·新安,节日福利，五险一金，员工旅游，股票期权，带薪年假，零食下午茶，定期体检，年终奖,崧智智能,机械设备/机电/重工，B轮，20-99人,C#，C++，点胶，运动控制
软件工程师,12-24K·14薪,5-10年，本科,南京·栖霞区·新港开发区,包住，节日福利，包吃，夜班补助，加班补助，意外险，团建聚餐，生日福利，宿舍有空调，免费班车，高温补贴，带薪年假，法定节假日三薪，五险一金，节假日加班费，绩效奖金，定期体检，免费工装，通讯补贴，年终奖,康尼新能源,汽车零部件，未融资，500-999人,C++，STM32开发，ARM开发，电气电气/自动化相关专业
.NET高级软件工程师,17-22K·16薪,5-10年，本科,深圳·南山区·科技园,补充医疗保险，五险一金，定期体检，节日福利，带薪年假，通讯补贴，年终奖,凯睿德,计算机软件，不需要融资，100-499人,C#，SQL，.NET，Angular，微服务架构，GIT，SQL Server
软件工程师,12-20K·13薪,3-5年，本科,深圳,五险一金，年终奖，节日福利，补充医疗保险，股票期权，带薪年假，员工旅游，定期体检,深蓝股份,电子/半导体/集成电路，已上市，100-499人,单片机开发，嵌入式技术，嵌入式软件开发
软件工程师,15-25K,3-5年，本科,深圳·宝安区·新安,零食下午茶，员工旅游，五险一金，餐补，定期体检，节日福利,岍丞,电子/半导体/集成电路，未融资，100-499人,C语言，C++
软件工程师,10-15K·13薪,1-3年，本科,上海·嘉定区·嘉定镇,带薪年假，交通补助，加班补助，全勤奖，餐补，年终奖，五险一金，节日福利，住房补贴，定期体检,储融检测,检测/认证，不需要融资，100-499人,C#，C++，Python，C#开发经验，.NET开发经验
软件工程师,5-8K,1-3年，本科,九江·浔阳区·七里湖,,鄱湖之都,互联网，20-99人,IOS，安全技术支持，Android
软件工程师,7-12K,3-5年，大专,武汉·洪山区·光谷,五险一金，年终奖，节日福利,湖北海震,电子/半导体/集成电路，未融资，20-99人,.NET，.NET Core，MySQL/SQL Server/Oracle
软件工程师,10-15K,3-5年，本科,北京·海淀区·人民大学,,天工盈创,计算机软件，0-20人,HTML，CSS，JavaScript，SQL，ES6，移动端
软件工程师,10-15K,3-5年，大专,台州,五险，生日福利，节日福利，餐补,汇诚汇捷影像数码科技,机械设备/机电/重工，A轮，20-99人,多线程，架构师，Oracle，MySQL，SQL Server
C#软件工程师,15-30K·16薪,3-5年，本科,深圳·龙华区·观澜,餐补，年终奖，住房补贴，带薪年假，免费班车，五险一金，节日福利，股票期权,三一海洋重工,机械设备/机电/重工，已上市，1000-9999人,SQL，多线程，WPF，Oracle，软件工程师，架构师
C++软件工程师,8-13K·14薪,1-3年，本科,武汉·洪山区·鲁巷,加班补助，带薪年假，定期体检，全勤奖，节日福利，补充医疗保险，餐补，员工旅游，年终奖，五险一金,武汉瑞思信息,计算机软件，未融资，100-499人,Socket技术，MFC，Oracle
c++软件工程师,12-15K,1-3年，本科,北京·海淀区·上地,通讯补贴，免费班车，定期体检，节日福利，餐补，带薪年假，年终奖，五险一金，交通补助,科东电力,信息安全，不需要融资，1000-9999人,C++，计算机相关专业
.NET软件工程师,6-11K,经验不限，学历不限,青岛·城阳区·春阳路,带薪年假，节日福利，加班补助，节日福利，员工旅游，股票期权，五险一金,帕特智能,计算机软件，未融资，20-99人,C#，网络协议，ASP.NET，WCF，Winform，Windows
高级软件工程师,10-15K,1-3年，本科,泉州·晋江市·池店,交通补助，保底工资，零食下午茶，住房补贴，团建聚餐，年终奖，全勤奖，节日福利，绩效奖金，补充医疗保险，有无线网，带薪年假，员工旅游，底薪加提成，生日福利，加班补助，高温补贴，工龄奖,冠武电子商务有限公司,电子商务，20-99人,爬虫，爬虫经验，数据开发，服务端开发经验
软件工程师（.net）,7-12K·13薪,1-3年，大专,威海·环翠区·九龙城,餐补，五险一金，员工旅游，加班补助，定期体检，节日福利，带薪年假，通讯补贴，年终奖,联亚软件,计算机软件，不需要融资，100-499人,JavaScript，.NET，网络协议，SQL Server，Oracle，MySQL
高级软件工程师,25-30K,5-10年，本科,苏州·苏州工业园区·独墅湖,餐补，年终奖，加班补助，绩效奖金，生日福利，定期体检，带薪年假，节日福利，股票期权，零食下午茶，团建聚餐，五险一金，员工旅游，补充医疗保险,镁伽科技,智能硬件，C轮，500-999人,C#，C#开发经验
软件工程师（实习）,300-500元/天,5天/周，硕士,上海·浦东新区·金桥,五险一金，带薪年假，零食下午茶，年终奖，定期体检，节日福利，员工旅游，股票期权，绩效奖金,仙工,计算机软件，B轮，100-499人,C++，Python，C++服务端开发经验，Qt项目开发经验
软件工程师.net,8-13K,3-5年，大专,沈阳·沈北新区·辉山,五险一金，加班补助，年终奖，免费班车，带薪年假，节日福利，餐补,创奇游乐,企业服务，未融资，100-499人,C#，SQL，HTML，MVC开发，网络协议，Socket技术
助理软件工程师,5-6K,经验不限，本科,中山,零食下午茶，五险一金，员工旅游，包吃，节日福利，带薪年假，生日礼品，年终奖,迅科达,仪器仪表/工业自动化，B轮，100-499人,测试
C++软件工程师,10-15K,1-3年，本科,南京·栖霞区·仙林大学城,年终奖，定期体检，五险一金，加班补助，住宿，带薪年假，节日福利，全勤奖,科进实业,医疗健康，未融资，100-499人,C++，MFC，access，vs2015
工业互联网高级软件工程师,15-30K,5-10年，本科,北京·朝阳区·亚运村,,创联科技,互联网，A轮，20-99人,系统架构，高级技术管理
Linux系统软件工程师,20-35K,5-10年，本科,深圳·南山区·西丽,五险一金，年终奖，股票期权，定期体检，带薪年假，节日福利,Syrius炬星,智能硬件，B轮，100-499人,C++，Java，Shell，linux，机器人，人工智能，智能硬件
高级软件工程师,13-20K,3-5年，本科,成都·郫都区·郫县万达,包吃，补充医疗保险，带薪年假，定期体检，年终奖，加班补助，节日福利，五险一金，全勤奖，餐补,国润通,机械设备/机电/重工，未融资，20-99人,C++服务端开发经验，C++，C语言
软件工程师（北京）,10-11K,经验不限，本科,北京·海淀区·学院路,餐补，员工旅游，全勤奖，带薪年假，定期体检，五险一金,华清瑞达,电子/半导体/集成电路，未融资，100-499人,C++
高级软件工程师,15-30K·13薪,3-5年，本科,合肥·蜀山区·高新区,五险一金，年终奖，带薪年假，餐补，节日福利,江苏绿阳,新能源，不需要融资，100-499人,C，DSP开发，ARM开发，电气电气/自动化相关专业
软件工程师.net,8-10K,3-5年，本科,福州·福清市·福清万达,,福清卓越信息科技...,计算机软件，不需要融资，20-99人,.Net core，Angular 6，UWP
资深软件工程师,15-30K,3-5年，本科,上海·杨浦区·五角场,零食下午茶，节日福利，股票期权，带薪病假，带薪年假，团建聚餐，加班补助，五险一金，员工旅游，绩效奖金，试用期不打折,速石科技,企业服务，B轮，20-99人,Go，数据结构，容器技术，GIT
软件工程师-UI和系统功能设计,20-30K·13薪,1-3年，本科,深圳·南山区·南油,五险一金，加班补助，交通补助，年终奖，员工旅游，带薪年假，节日福利,唯特医疗,医疗设备/器械，未融资，0-20人,医疗设备软件，C++，C，UI，Linlux，嵌入式/单片机开发经验
高级软件工程师（无锡） (MJ000020),25-40K·16薪,5-10年，本科,无锡·滨湖区·太湖景区,五险一金，住房补贴，股票期权，加班补助，节日福利，定期体检，带薪年假，餐补，年终奖，员工旅游,三晶电气,智能硬件，不需要融资，1000-9999人,C，DSP开发经验，控制算法，光伏逆变器，户用储能机
微服务工程师/架构师,15-25K·13薪,3-5年，硕士,南京·玄武区·钟学北路,高温假，补充医疗保险，团建活动，加长春节假期，年终奖，加班补助，餐补，交通补助，定期体检，节日福利，员工旅游，带薪年假，五险一金，文体活动,中国电科28所,计算机软件，不需要融资，1000-9999人,Dubbo，微服务，RPC，分布式技术
软件架构工程师,16-22K,5-10年，本科,南京·雨花台区·铁心桥,补充医疗保险，通讯补贴，加班补助，五险一金，节日福利，年终奖，定期体检，交通补助，餐补，带薪年假,创博,通信/网络设备，不需要融资，20-99人,.NET，C/C++，Java
研发工程师,15-20K,3-5年，本科,北京·西城区·广内大街,,北京丸善医疗,计算机软件，100-499人,后端工程师，Java，Spring
java研发工程师,7-9K,经验不限，本科,成都·武侯区·高朋大道,零食下午茶，底薪加提成，定期体检，团建聚餐，生日福利，包吃，年终奖，保底工资，意外险，餐补，绩效奖金，节日福利，住房补贴，五险一金，员工旅游，带薪年假，股票期权,四方伟业,计算机软件，不需要融资，500-999人,后端工程师，Java，Spring，MySQL，Java开发经验
Java高级研发工程师,20-30K·14薪,3-5年，本科,北京·海淀区·中关村,带薪年假，年终奖，不定期培训，补充医疗保险，定期体检，商业保险，五险一金，餐补，节日福利，全勤奖，购房福利,好未来,互联网，已上市，10000人以上,分布式技术，服务器配置，Dubbo，SpringBoot，Redis
高级JAVA研发工程师,15-30K·15薪,经验不限，本科,杭州·上城区·钱江新城,员工旅游，五险一金，年终奖，加班补助，餐补，定期体检，补充医疗保险，股票期权，企业年金，疗休养，节日福利，带薪年假,浙江高速信息,计算机软件，不需要融资，500-999人,Java，Linux
研发工程师（JAVA),16-20K·13薪,5-10年，本科,南京·雨花台区·铁心桥,五险一金，员工旅游，定期体检，年终奖，节日福利，带薪年假，餐补，补充医疗保险，住房补贴，股票期权，交通补助，零食下午茶,百家云,计算机软件，已上市，500-999人,SQL，分布式技术，数据结构，网络编程，Spring，Redis
JAVA研发工程师,12-18K·15薪,1-3年，本科,广州·黄埔区·科学城,免费班车，零食下午茶，定期体检，五险一金，带薪年假，通讯补贴，包吃，餐补，年终奖,科诺勘测工程,电力/热力/燃气/水利，不需要融资,微服务架构，负载均衡技术，Spring，SpringCloud，MySQL
java、vue全栈研发工程师,10-15K,3-5年，大专,上海·普陀区·曹杨,年终奖，带薪年假，五险一金，餐补，员工旅游，通讯补贴，定期体检，交通补助,上海数飒科技有限公司,计算机软件，未融资，20-99人,全栈工程师，Java
Java开发工程师,11-18K·13薪,3-5年，本科,宁波·鄞州区·世纪东方广场,五险一金，加班补助，定期体检，节日福利，带薪年假，员工旅游，股票期权，年终奖,宁帆信息,医疗健康，未融资，100-499人,团队管理经验，大数据处理经验，spring cloud，架构师
Java开发工程师,7-12K·13薪,1-3年，本科,武汉·江岸区·堤角,团建聚餐，底薪加提成，绩效奖金,开运数科,交通/运输，天使轮，20-99人,SQL，微服务架构，负载均衡技术，文件管理系统
Java开发工程师,15-25K·15薪,3-5年，本科,杭州·上城区·钱江新城,年终奖，五险一金，带薪年假，补充医疗保险，节日福利，餐补，定期体检,杭州城市大脑,数据服务，不需要融资，100-499人,SQL，微服务架构，负载均衡技术，分布式技术，多线程
Java开发工程师,6-11K,1-3年，本科,上海·黄浦区·打浦桥,五险一金，员工旅游，定期体检，年终奖，餐补,上海迅筑RPT,计算机软件，未融资，20-99人,软件工程师，初级软件工程师，Linux，后端开发
急聘Java中/高级开发工程师+双休,7-12K,1-3年，大专,成都·青羊区·太升路,五险一金,四川三维,计算机软件，未融资，100-499人,Java，Java开发经验，团队管理经验，全栈工程师
架构师,20-40K,5-10年，本科,杭州·余杭区·仓前,年终奖，股票期权，带薪年假，员工旅游，餐补，节日福利，五险一金，零食下午茶，补充医疗保险，定期体检,共道科技,互联网，不需要融资，100-499人,Java，中间件，系统架构
高级java开发工程师、技术专家,20-40K·16薪,3-5年，本科,杭州·余杭区·五常,零食下午茶，五险一金，节日福利，股票期权，员工旅游，补充医疗保险，年终奖，餐补，交通补助，免费班车,阿里巴巴集团,互联网，已上市，10000人以上,MySQL，Java，Spring，Dubbo，Mybatis，后端开发
JAVA开发工程师,7-10K·14薪,经验不限，本科,金华·东阳市·横店城东,高温补贴，有无线网，意外险，餐补，宿舍有空调，工龄奖，绩效奖金，定期体检，通讯补贴，交通补助，五险一金，全勤奖，年终奖，住房补贴,横店集团东磁股份...,新能源，已上市，10000人以上,Java，MySQL，Java开发经验
JAVA开发工程师,8-12K,经验不限，本科,南京·雨花台区·南京南站,五险一金，定期体检，加班补助，通讯补贴，零食下午茶，带薪年假，住房补贴，交通补助，年终奖，节日福利，免费班车，补充医疗保险，股票期权，员工旅游,华为终端有限公司,通信/网络设备，不需要融资，10000人以上,容器技术，Spring，MySQL，Java，后端
java架构师,20-25K,3-5年，大专,杭州·余杭区·西溪,五险一金，员工旅游，股票期权，餐补，包吃，节日福利，交通补助，年终奖，带薪年假,豪波安全科技,计算机软件，不需要融资，100-499人,Spring，Java，MyBatis，团队管理经验，CAP，Dubbo
JAVA开发工程师,15-30K,3-5年，大专,上海·普陀区·金沙江路,免费班车，节假日加班费，法定节假日三薪，员工旅游，带薪年假，五险一金，股票期权，定期体检，加班补助，生日福利，节日福利，年终奖,红星美凯龙,批发/零售，已上市，10000人以上,SQL，Spring，架构师，SpringCloud，SpringBoot
Java开发工程师,15-30K·13薪,3-5年，本科,武汉·江夏区·金融港,年终奖，补充医疗保险，定期体检，交通补助，包吃，股票期权，带薪年假，餐补，员工旅游，节日福利，五险一金，零食下午茶，免费班车,京东集团,电子商务，已上市，10000人以上,分布式技术，微服务架构，负载均衡技术，SpringBoot
Java开发工程师,12-17K,3-5年，本科,成都·青羊区·春熙路,全勤奖，生日福利，带薪年假，团建聚餐，年终奖，高温补贴，底薪加提成，补充医疗保险，工龄奖，绩效奖金，意外险，交通补助，有无线网，员工旅游，保底工资，五险一金，定期体检，节日福利，通讯补贴，住房补贴,艾德汇联,运营商/增值服务，20-99人,微服务架构，服务器配置，分布式技术，数据结构，多线程
JAVA开发工程师,9-14K·13薪,1-3年，本科,上海·浦东新区·三林,,上海钛云,移动互联网，20-99人,SQL，CSS，服务器配置，微服务架构，Spring，SpringMVC
Java开发工程师,5-9K,3-5年，本科,廊坊·安次区·银河南路,,北京慧远云程科技,计算机软件，20-99人,后端工程师，Java，Spring，JavaScript
Java开发工程师,18-25K,5-10年，本科,上海·浦东新区·外高桥,,三稻智能,互联网，未融资，20-99人,Java
JAVA开发工程师,15-25K,3-5年，本科,上海·静安区·曹家渡,五险一金，餐补，调薪机会，全额公积金，带薪年假,浩霖汇,计算机软件，天使轮，20-99人,分布式技术，微服务架构，熟悉版本工具 svn
Java开发工程师,22-25K,5-10年，本科,杭州·上城区·城站,餐补，五险一金，带薪年假，节日福利，股票期权，定期体检，年终奖,信雅达科技股份,计算机软件，已上市，1000-9999人,Java，不接受居家办公，oracle，银行
开发工程师,5-10K,1-3年，大专,兰州·城关区·段家滩,,至简数字,计算机服务，未融资，0-20人,后端开发，Java，Python
java开发工程师,7-9K,3-5年，大专,武汉·洪山区·街道口,加班补助，带薪年假，餐补，零食下午茶,火焱鸟,计算机软件，0-20人,Java
Java开发工程师,10-15K,1-3年，本科,北京·海淀区·上地,,易伟航,计算机软件，未融资，20-99人,Java，后端开发，Linux
Java开发工程师,11-17K·13薪,3-5年，本科,武汉·武昌区·中南路,五险一金，定期体检，全勤奖，年终奖，带薪年假，员工旅游,深圳优联合创智慧科技,计算机服务，A轮，20-99人,MVC开发，Spring，MySQL，后端开发
Java中级开发工程师,12-15K,1-3年，本科,深圳·南山区·蛇口,五险一金，零食下午茶，节日福利，绩效奖金，带薪年假，餐补，补充医疗保险，团建聚餐，员工旅游,迪聚海思,计算机软件，A轮，100-499人,SQL，多线程，数据结构，SpringBoot，SSM，Oracle
Java开发工程师,15-16K,3-5年，本科,成都·武侯区·红牌楼,,钛马启德,计算机软件，20-99人,微服务架构
java开发工程师,25-30K,5-10年，本科,深圳·南山区·科技园,零食下午茶，补充医疗保险，通讯补贴，全勤奖，年终奖，定期体检，员工旅游，餐补，带薪年假，免费班车，五险一金，节日福利，交通补助,微众银行,互联网金融，不需要融资，1000-9999人,后端工程师，Java，Spring，MyBatis，Java开发经验
Java开发工程师,9-14K·13薪,1-3年，大专,南京·建邺区·西善桥,企业年金，工龄奖，加班补助，年终奖，通讯补贴，定期体检，夜班补助，保底工资，生日福利，带薪年假，法定节假日三薪，底薪加提成，交通补助，意外险，节假日加班费，股票期权，五险一金，全勤奖，节日福利，补充医疗保险,涌亿思,移动互联网，不需要融资，20-99人,Java开发经验，Java，MySQL，MyBatis，Spring
Java开发工程师,8-12K,3-5年，本科,武汉·江夏区·纸坊,五险一金，定期体检,微视互动,广告营销，天使轮，20-99人,Java，JavaScript，SQL，HTML，CSS
高级后台开发工程师,18-23K,5-10年，本科,深圳·宝安区·西乡,股票期权，带薪年假，零食下午茶，团建聚餐，年终奖，五险一金,静康医疗,医疗设备/器械，未融资，20-99人,Java，MySQL，Redis
高级java开发工程师,15-30K,3-5年，本科,杭州·余杭区·仓前,年终奖，餐补，股票期权，免费班车，员工旅游，五险一金，零食下午茶，补充医疗保险，节日福利，交通补助,阿里巴巴集团,互联网，已上市，10000人以上,Java，系统架构，中间件
中级java开发工程师,15-25K,3-5年，本科,北京·丰台区·科技园区,带薪年假，加班补助，定期体检，餐补，五险一金，住房补贴，交通补助,博英科技,计算机软件，未融资，100-499人,Java开发经验，Java，团队管理经验，分布式系统开发经验
高级Java开发工程师,50-80K,3-5年，本科,合肥·蜀山区·经开区,带薪年假，补充医疗保险，股票期权，定期体检，年终奖，加班补助，通讯补贴，五险一金,NIO蔚来,汽车生产，已上市，10000人以上,Java
Java高级开发工程师,25-35K·14薪,5-10年，本科,北京,定期体检，五险一金，节日福利，股票期权，绩效奖金，带薪年假，补充医疗保险，生日福利，工作日午餐，团建聚餐，免费工装，零食下午茶，交通补助,蓝晶微生物,环保，B轮，100-499人,高级软件工程师，SpringBoot，Redis，容器技术
java开发工程师,13-20K·13薪,5-10年，本科,苏州·苏州工业园区·湖东,,瑞方技术,计算机软件，20-99人,后端工程师，Java，Spring，Java开发经验，测试报告
java开发工程师,15-25K·13薪,1-3年，本科,广州·海珠区·官洲,餐补，年终奖，节日福利，零食下午茶，绩效奖金，股票期权，五险一金，员工旅游，团建聚餐，带薪年假,广州乐药,电子商务，D轮及以上，10000人以上,Java，Spring，JavaScript
高级java开发工程师,23-28K·13薪,5-10年，本科,上海·杨浦区·五角场,年终奖，带薪年假，补充医疗保险，节日福利，五险一金，交通补助，定期体检，餐补，免费班车,Cognizant,计算机软件，已上市，1000-9999人,后端工程师，Java，Spring，MySQL
高级Java开发工程师,10-15K,3-5年，本科,上海·静安区·汶水路,带薪年假，年终奖，五险一金，绩效奖金,优方科技,计算机软件，未融资，20-99人,Java，Eclipse，SpringCloud，Redis，Spring，后端工程师
Java开发工程师(高级),8-12K,5-10年，本科,连云港·海州区·盐河路,节日福利，员工旅游，带薪年假，年终奖，定期体检，五险一金,迅成信息,计算机软件，未融资，0-20人,高级软件工程师，企业级应用开发
MES设计开发工程师,11-20K·13薪,1-3年，本科,无锡·滨湖区·太湖景区,节日福利，股票期权，带薪年假，五险一金，员工旅游，零食下午茶，餐补，年终奖，定期体检，加班补助,苏州珂阳,电子/半导体/集成电路，A轮，100-499人,智能制造，FAB制造，半导体，泛半导体，面板，MES设计
高级Java开发工程师,15-20K,5-10年，大专,深圳·福田区·皇岗,带薪年假，项目奖金，加班补助，交通补助，包吃，五险一金，节日福利,航天广通,计算机软件，未融资，100-499人,服务器配置，消息队列，PostgreSQL，MySQL
Java后端开发工程师,12-23K,5-10年，本科,长沙·岳麓区·麓谷,股票期权，员工旅游，交通补助，年终奖，带薪年假，五险一金,展视网,音乐/视频/阅读，A轮，100-499人,SQL，CSS，微服务架构，Spring，MySQL，分布式技术
Java开发工程师（上海2）,25-40K·13薪,3-5年，本科,上海·浦东新区·陆家嘴,五险一金，年终奖，节日福利，生日福利，员工旅游，零食下午茶，加班补助，团建聚餐，定期体检，带薪年假，股票期权,晟合坤,互联网金融，B轮，100-499人,容器技术，后端开发，Spring，Oracle
Java中高级开发工程师,18-25K,3-5年，本科,武汉·武昌区·东亭,节日福利，年终奖，交通补助，餐补，定期体检，五险一金，加班补助，带薪年假，通讯补贴,上海电气数智,环保，未融资，20-99人,SQL，微服务架构，搜索引擎技术，分布式技术，多线程
JAVA高级开发工程师,40-60K,5-10年，硕士,北京·东城区·东四,五险一金，通讯补贴，带薪年假，定期体检，企业年金，节日福利，底薪加提成，绩效奖金，交通补助，生日福利，年终奖，免费工装，餐补,银河证券,互联网金融，已上市，1000-9999人,Java，MySQL，Redis
Java资深开发工程师,30-40K,5-10年，本科,北京·海淀区·上地,带薪年假，股票期权，年终奖，五险一金,新橙智慧,计算机服务，未融资，20-99人,MVC开发，服务器配置，容器技术，分布式技术，多线程
java开发工程师,8-13K,3-5年，本科,厦门·思明区·观音山,零食下午茶，带薪年假，节假日加班费，年终奖，五险一金,星知付,计算机软件，未融资，0-20人,后端工程师，Java，Java开发经验，计算机/软件工程相关经验
Java开发工程师,6-11K·14薪,3-5年，大专,襄阳·樊城区·新五中,,湖北诚佰网络科技,计算机软件，20-99人,全栈工程师，Java，MySQL，SpringMVC，SQL Server
开发工程师,15-20K·13薪,3-5年，大专,昆明·西山区·前卫,补充医疗保险，年终奖，餐补，节日福利，婚丧补贴，员工旅游，加班补助，带薪年假，通讯补贴，定期体检，零食下午茶，五险一金，生日福利，工龄奖,银星科技,通信/网络设备，未融资，20-99人,HTML，CSS，微服务架构，消息队列，Spring，Redis
Java开发工程师【深圳】,10-15K·13薪,3-5年，本科,深圳·福田区·岗厦,五险一金，股票期权，员工旅游，年终奖，加班补助,浩丰源,计算机软件，天使轮，20-99人,SpringBoot，Spring，Redis，SpringCloud，MySQL
后端开发工程师,12-18K·13薪,1-3年，本科,杭州·拱墅区·万达广场,年终奖，定期体检，生日福利，有无线网，通讯补贴，交通补助，团建聚餐，节日福利，餐补，五险一金，带薪年假，零食下午茶，员工旅游，加班补助，股票期权，全勤奖，节假日加班费,浙大网新,计算机软件，已上市，1000-9999人,Java，Spring，MySQL
Java开发工程师（运维方向）,8-13K,1-3年，本科,武汉·汉阳区·沌口,带薪年假，餐补，年终奖，交通补助，补充医疗保险，五险一金，定期体检，通讯补贴,智行国际,计算机软件，未融资，100-499人,SQL，HTML，CSS，容器技术，Struts，SpringCloud
开发工程师,5-10K,1-3年，本科,西安·雁塔区·曲江新区,,慧谷通用,计算机软件，100-499人,SQL，网络协议，Spring，Hibernate，Struts，Oracle
后端开发工程师,12-16K·14薪,1-3年，本科,成都·双流区·华阳,年终奖，定期体检，节日福利，通讯补贴，餐补，带薪年假，零食下午茶，五险一金，交通补助,蜀天梦图,数据服务，未融资，20-99人,容器技术，分布式技术，Linux，Spring，SpringBoot
Java开发工程师,15-25K,3-5年，本科,上海·浦东新区·张江,,二三四五金融科技,互联网金融，500-999人,Java
java初级开发工程师,4-6K,经验不限，学历不限,青岛,五险一金，带薪年假，免费班车，加班补助，年终奖，定期体检，节日福利,正维科技,互联网，不需要融资，20-99人,后端工程师，Java，Spring，MySQL，Java开发经验
